sample,feature,y_1,y_2,y_3,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63,x_64,x_65,x_66,x_67,x_68,x_69,x_70,x_71,x_72,x_73,x_74,x_75,x_76,x_77,x_78,x_79,x_80,x_81,x_82,x_83,x_84,x_85,x_86,x_87,x_88,x_89,x_90,x_91,x_92,x_93,x_94,x_95,x_96,x_97,x_98,x_99,x_100
1,1,0.0,0.0,1.0,-1.0674824595934689,-23.902732227650574,0.2682292399515105,41.15012554105662,48.880429726205335,21.601302382243475,21.303299857241424,13.766342094006449,25.310394982699883,12.662215314564136,-5.061130263872846,-15.950179884239217,8.782424457650851,41.11651420669706,64.11206706671663,29.610227638654035,15.720469122260873,28.25678636606611,19.762674473016574,15.995051080234909,-7.674845879244998,-20.052699842524234,11.870684408240903,41.22050429017315,53.18485869798448,38.32781701507817,13.15114672941527,28.157724479996112,34.36216921925955,16.765076464359613,-0.7685419512516996,-14.161956159685658,-0.4412460611605624,50.15596656105259,63.8051255131306,34.60938826212627,16.22828976993928,22.3596230110536,27.63283794230373,14.638573625608402,-14.217972718787632,-12.80983870885834,20.837872814195336,48.60364295439755,42.05067841051493,22.66188050682374,2.820586121348244,25.07560194351143,29.81157477133216,12.464121153626982,-11.211963018610442,-10.979027969102686,27.643863312421104,50.703933039448664,48.889503105893795,23.08311833068355,4.302530572604951,21.214259941724627,25.63875934118929,11.905040406531187,-17.033219753420443,-8.319670872774656,22.61885113487427,52.614421721199044,47.567359541485686,24.32202772642761,8.657704072233937,22.344542209513225,19.54637036625551,12.079714713781254,-0.7594737803703246,11.311624808627235,29.969181427930348,55.73877945937971,45.94398698144938,26.83982908882717,9.878085883102834,17.99502420731972,26.344795347966432,2.664801694195999,-12.02708986696036,-1.3543876012943765,42.63798189260973,51.012791218746436,27.173153294015467,16.390749147040086,14.081141328408728,24.841977586702132,25.48091652316433,-2.404428962550106,-10.96639222451902,-0.6616678505829813,37.58486692298056,45.44402056326404,41.36741035487738,18.263617890393864,-2.807527013295667,26.736407833344725,22.658460659387064,-0.6466986812347748
1,2,0.0,0.0,1.0,-11.467404171119794,-12.261190215360227,1.715410053907846,35.55190142550127,50.57855343172154,42.71528187214368,16.940624116692423,23.14520838291443,13.258536800434191,21.390248192945872,-2.5957009563714486,-13.787709681875366,7.0339726899464505,31.690516658319282,51.51050127424976,31.782251800549425,28.877289543465235,16.3166086564708,30.93360091326077,25.895505565542805,2.6979226073304066,-13.38414348122538,12.034668449262348,48.79177165347777,55.804661425714144,13.299014134394941,14.526398064720375,20.978339852919245,20.898339869066692,9.063960937471215,-7.87949185640702,-3.7199300559447543,20.808933941034297,45.90579597726641,46.39439572335521,39.395232444164016,13.099569377001133,8.903054948038902,26.693971985706714,9.150532838222638,-9.396839991535021,-10.117637882273856,14.452218012897962,48.98731563423622,55.489182917261495,41.52076168296479,13.216361020926021,19.912266592128308,28.383888724166596,16.271657023981525,-11.215180315087057,-7.770389381347044,19.22541602343563,50.06461206136262,31.7103868369837,18.937900582491466,9.106065661982871,22.606047682770992,28.671632501353514,-8.652782047135213,-14.099559475268538,-6.580242393029678,33.40383294481966,51.11604169530635,29.699175222322808,36.59495051925462,4.497801457956401,11.445515955006647,24.405042282393172,9.625356020041066,-20.209090082096058,-4.027950756689721,30.91544926758223,41.678899457965485,45.55683966148813,23.672655889994196,10.653589808063277,4.819931424204668,19.316451520222106,3.7018242664618075,-22.584472225886547,-2.6038046027944404,41.01496173482542,54.015994326371306,44.79069430871739,19.379164766946847,13.234035444517584,20.831575009518332,19.98465843861157,0.357016458135039,-25.39705565724856,5.7690059832328275,33.27398514580188,54.89943743726591,41.52211171143543,18.87015483232386,21.275493178450596,14.048937821016382,26.705179544422545,6.5918307141699195
1,3,0.0,0.0,1.0,2.656631733281471,-16.399745629233593,-8.801382967308745,36.53293303287857,52.172514215812804,43.83278450097296,14.7947491307033,16.086084455985162,19.925216071746913,19.850049252030164,3.567462174050558,-11.640010991790078,0.8423146178063501,47.032195367865995,55.383682029597466,42.8600039831697,15.018614011867685,27.969001861738032,23.888114152532612,10.083764100777815,-12.058200774731676,-15.413216139569187,-4.942396958896431,44.63981418704431,55.13502702519575,36.61267045580658,22.554519412865183,15.904547031647082,32.15723914391827,20.997396862310456,-7.2777878759728845,-11.206187050096748,12.494328942239845,50.59585418930917,46.17847449679356,35.46646962624721,13.743824826885286,20.995148650765188,39.14040622908851,6.912449724421089,-6.471428399689209,-21.281716090181586,17.65061123611453,55.85063352776757,53.07994245159802,25.88805208797619,15.373893564044367,21.47202443253538,30.406126708330664,11.22651815762481,-11.617370377984317,-5.24643224330848,17.198651230204465,51.669499163001454,52.35806722032986,27.000572998385913,11.2864519036828,22.446753267423826,27.07009874971757,6.9661444389069995,-10.90364879903133,-16.359312897332103,24.594132803505556,39.39845491218392,44.342038756787474,15.031972743403937,26.897337889901554,19.755534492065642,18.543452465792942,8.204247299928365,-14.102607126309978,-3.120792616208421,27.529018830360574,72.67498177081558,41.66723616695071,26.503707690516062,13.2640393773371,21.902223525169696,23.46127253837708,2.5401005612982166,-12.509153324794674,-0.19465625046241763,32.81726771803523,54.67917686069979,40.454990085005086,20.74766263194783,15.524259221483325,27.32737644766509,23.18296884563702,4.8200648348821575,-17.092311628275194,1.317538059334995,29.178136937022792,58.374928333561485,44.02339215904221,25.345109618483683,6.190895166029403,34.084981773143554,23.893237466039444,2.576072006047363
1,4,0.0,0.0,1.0,14.295694781314987,-15.519053104123216,9.6591880694994,31.032673845885963,52.982737395273894,33.99748115279311,17.723234889950106,18.14146935897303,30.968434015399094,17.509102671774258,7.518623113664169,-16.679542076900283,4.297260767031789,34.26472792130805,55.13082845311993,37.3483152696989,22.470469501855177,7.613952303551464,21.777708945170527,18.623064500568113,-4.678115903438399,-12.202033155255517,9.700064519683755,38.00948000579401,56.15950356924267,29.26309611759436,9.065297669887538,13.195646626851172,40.41162480427876,16.171686140114833,-5.8027314473499745,-14.582186441501886,13.732108042021867,46.921299325380055,52.13370073579545,44.9037463789015,16.858087078070987,21.948796319712336,31.390398948653605,20.657816903226422,-13.732348121416932,-3.079455485908346,13.629292415218991,44.805353896587334,60.30390885763839,31.497252770372008,10.549701934360929,21.323746844024704,29.85951939931342,18.40368853441209,-8.450716225364095,-4.401054626067499,11.88257708412343,50.273340843293326,53.14260071938953,23.45465947443759,15.637895587726469,30.442256842049503,15.167836528789255,16.236517663303754,-6.778190060463511,-17.807697871704413,24.407645629820955,52.87218071454192,49.14148150436908,24.387748015868382,14.27727187682926,26.69520634706249,22.89255224144207,16.397638984541672,-15.525029615907934,-5.803555636303255,24.567841162656602,53.236870955375835,46.22969187363709,25.129170271082494,8.404916661937577,17.820628941100008,26.683021363220107,-1.7259376308662047,-11.428018116924537,-0.09479931761417548,31.73043167697139,74.43409606652276,39.220577201508874,14.44822892767312,13.661322243664516,20.58393520976971,27.750571300600082,13.087139884824893,-15.232395765593772,1.7758891184032728,46.50652609367626,53.73348032775027,47.268343060216814,10.833302378438072,12.36257479570691,26.50915030756587,19.230289755029187,5.559619732978083
1,5,0.0,0.0,1.0,1.1943853103523747,-12.946374231852069,-2.213883733692496,32.733919744024234,53.91983611135583,41.42949683994387,15.391262352652724,13.187265209187863,28.9162618081187,28.39925643857009,-2.005574675669588,-19.02214407498495,-15.14426961855688,33.05909747306107,64.07467794780428,40.186994139755704,9.604345192865347,16.252443410175147,24.4497186617208,18.261623570599294,-4.550206226655881,-20.618465466056417,10.439913738334205,34.79389700316657,56.178335920494455,39.6415895664957,-0.8052732466618018,11.497719656933883,22.135255974088544,27.41238946341964,-12.609273771291589,-22.779690013393086,9.020838048466786,54.29343163440225,67.86397043061545,31.14470237986223,5.909725801609336,17.90353965933396,30.17733382347778,15.894128438059473,-14.229718143352287,-13.83206227572166,19.500862186976125,42.678349029436724,50.33414254387765,26.762568102633008,33.65604196187161,18.99727743603753,28.48186319245072,7.1444904195521195,-13.67732820636417,-24.41870867578301,21.070146892345008,57.69450905806994,52.37097409342212,25.49881150274561,20.757089942610236,22.279002319984286,18.73983481217156,16.455500768131756,-20.790534433689217,-11.003140939113532,31.66028718070757,53.355446020761846,47.16348249946238,26.240953499125382,11.472064714981743,23.633303430788065,35.958704364690036,-7.916331644586235,-22.95297781950702,-7.13483950915159,30.630870312505852,48.543917165562675,46.252991908585685,11.573237549534827,-0.8628217457872491,26.754944685246894,33.22328425242267,17.01584071766856,-26.344583277325484,-13.476004687539405,31.42627460199928,56.40182870751707,44.26747913663909,9.045693578315504,17.71625784694023,21.564678438408098,26.53448801464809,0.7491273492687338,-13.622402329895815,10.09031364335405,37.01741046263737,63.87881288661455,39.977918086564394,17.651468177717035,6.0740002508181625,16.865884066648107,20.40938561054068,2.827499205098743
2,1,0.0,1.0,0.0,23.96761005662497,-2.4980543643515993,7.64626252390467,31.82770876600282,39.50601896163906,26.78238599078639,0.3764222685849884,2.7572853342280164,38.92428597871213,34.500209111482455,16.042684327135845,10.679140488278986,5.077386272940284,31.00589188891704,30.907063009663766,9.326534533116273,-1.7643630258792895,13.637999549340012,13.914634637379333,31.373886462628626,13.652611614370139,10.031855127686521,25.49962858592843,29.335820167735754,41.785940222707,19.207187890620453,-0.12134738890891442,22.874940104424915,36.06863583462187,36.32808942575899,14.576103262751321,-1.0717698662891249,7.977795139148092,29.79515439810876,39.33402253022926,11.490702638819489,-3.057450784884978,17.213753712467057,45.268666482191236,41.254468180208825,8.36657252066602,-0.7190842486904545,26.28110749933304,35.20468952781087,31.260458958885355,11.888341046139496,1.7922314600326825,18.607381673461678,55.23346156537437,32.62070726503192,0.5027994291428834,6.147762141843992,15.939688773113932,41.680054615317125,31.84873520237107,24.217080080597352,-0.6831272804041943,21.613430563194612,39.02079742019232,27.665104121353462,1.579729939508697,-5.015743875800716,21.816643919206843,40.071002500529666,24.94510994032837,2.558563228413187,3.2249815417613847,23.024646798187796,35.944641790065965,27.9497207064196,7.80501494991139,8.862460845583344,24.44273616845101,38.532218959556936,24.439204286610153,5.382740214648014,12.554939776233308,30.627494424697467,39.73564387899687,25.562555936109646,3.7092313974888382,20.221154004094153,29.710901815369166,31.0650862302546,14.278306431893276,6.917657969028141,7.145756351718475,23.199559893117126,35.48769035261262,22.26434713175127,7.537039444527684,2.5329384855020054,33.626324400315454,45.395937585336796,14.950316891467143,-1.572886297085133,21.46691772291117,30.847165469311392,38.71191905253863,20.53967852123764
2,2,0.0,1.0,0.0,19.141718968476393,4.314716637756134,11.141608849085413,28.885701372531642,37.72275221267855,21.594636635589055,-7.910649788169604,13.513843602732239,53.507166649959444,39.492199967157106,13.307345917271006,-0.021962462352594414,6.919276436557931,34.93048185718002,37.37424369460266,18.632499225548322,-0.912872160724588,11.551922978894346,30.464903113647683,37.488975782886634,19.889840022231773,14.512519099409388,14.26924421827444,36.81718149536392,34.62449036258759,2.5252500663241495,-4.575330975897088,12.202406764746177,36.57080485621889,30.261640810548826,10.636119298110238,-13.445558323707841,11.950920925611879,42.376946747451555,39.13458193774732,11.172104704479585,1.1338577939618113,20.290589430429353,39.33848066667593,25.95317436409898,11.723549132295494,0.749473661176151,18.259061561255503,35.42576060207251,23.091929504424215,8.8936606514636,-1.3203544843546706,13.160965567879646,41.209511450310856,36.890490791115006,11.959136428716443,-0.6782443892516079,19.490171977956297,38.92602410907326,31.9667698200372,-0.15366507211379687,1.9535790631692762,21.698397028618754,44.53117091642247,18.141573662510652,1.3617642748193894,3.833743792723035,23.43884834013611,33.22867848487704,16.861089397945996,9.747088535975118,3.3349116574752347,23.764451171184845,44.55318942150514,22.931629647802772,7.394070198746544,13.785346364184166,29.245130438794497,32.29039002073526,29.465819517811926,-5.619210881417914,3.2535919018800907,30.04442748064836,45.455857295281724,24.605589864794013,19.228614926590907,2.96140200382179,35.70457153637059,30.775358428927003,23.724953392829264,-0.425468948617274,6.008965531186027,25.733128740193937,40.69219061452538,21.919940967033952,-0.9597011618209814,21.374602171375553,33.110141636021204,42.85336570609158,32.69123796138338,0.10730013992173637,8.689435601516092,27.2985832948856,39.171966059019184,3.9888612683818643
2,3,0.0,1.0,0.0,25.58618180473843,-1.3932315302973364,3.1619685900561656,37.73979074697525,42.724398327150475,11.237741814845073,-4.650306687333452,10.274152631410043,57.60301523552229,32.83009501594151,20.343406684133452,-1.0336167574428572,18.397455597296293,31.642765327465227,36.02200270161465,7.389730507435742,-0.41561519560829663,19.053753165356657,33.06870595171144,35.40113205068207,15.009724649885811,1.554281161490807,13.363266379157704,42.80617647330572,32.93411008258551,13.706343894937786,-0.11553711809200996,12.845073332925432,36.7335095577689,27.522391301563076,14.727244128601559,-2.0436082852474193,3.130356954002364,34.817200961188945,34.82512106297841,14.145145708462728,-1.041845733745015,22.22214513768398,35.44508150002557,33.51250022941436,5.330430371349168,2.555342828780645,27.93608938940521,50.07605806394551,31.67703573980657,0.06931007787328447,0.8829867922689785,19.195160025422194,40.35353861067403,35.00632672127042,6.667757454304225,-9.695924349203699,21.198520024890243,49.73200029803815,31.499231029761745,10.307039431737518,1.689085721172796,26.713484036258677,36.35259485117031,31.150094712433294,4.169955955671398,1.1802742020012476,33.406808310466104,34.87148708871919,28.979031548575573,7.614667536127124,3.342008512672581,20.47539713682914,46.83427507440335,25.596486479697884,4.652672989639885,23.59159078795559,38.68030679512943,37.81832414416038,37.477898663307506,-4.945875310665402,-1.0443708955449482,27.661119673298973,35.84202103204355,17.577160443606296,1.994042504845343,7.101035260266777,26.40594488606744,39.24654546209097,20.50746445569998,-10.396295514205136,2.9933054171149567,32.96471186552574,40.48629549552918,24.11275916080868,8.03649347312654,5.36339674781482,37.94991676391985,45.29068357945779,18.94112230185879,5.035707835387563,10.05963351277745,26.38783862825049,42.68421965972961,27.748361133674248
2,4,0.0,1.0,0.0,10.558818795180205,0.4624097708460086,6.881069286208451,34.74642849263303,33.20233601879632,24.453433841201413,-6.321141018335161,11.136385879489028,36.93985014604544,41.038983092286166,17.882386776984035,0.9871583657586678,-1.3676433813050846,39.69210640623252,38.03880592475099,4.657413951452744,0.3355597434835684,7.468099726613982,38.215731196221476,37.38479172785476,15.004657736271975,4.629935309528498,10.379872789219334,34.640237087644806,32.905361400032035,12.351649729202789,-3.8433912842770868,14.086909999112672,34.22796555513718,37.96186466169966,-0.18325220897415662,-1.9820096465626489,16.104955641838337,40.16956982259012,32.39373637651503,8.532453704771784,0.19599518022258958,17.306153862791174,47.48510331193402,38.958512161445334,8.852190506750462,0.933488323999049,19.32998946855176,22.69530718500593,11.583741444833976,10.310482643008198,-5.444547461516091,26.728505245116295,40.878665268845324,31.651087704958318,7.239470269273778,0.5678203083113896,10.320173403506594,37.22117230158127,21.475650509271997,14.284424534428345,2.572699897860458,21.202201714354846,40.77028206082749,37.270759437993625,-1.5097519225092118,-0.05174481000877984,22.276646614321184,39.86336625799113,25.407095836038778,6.199444706902998,6.66529426388808,24.255749420655636,44.12607451715717,29.435152442034617,4.322771010171178,3.77678077725861,23.63831073968282,44.77509805215528,35.833126892258164,11.424303594408174,6.728749319880136,31.244735021279556,39.66210891762373,29.22260383908632,-1.7729783124441099,6.704681391896134,28.45155396069229,37.27199502745103,25.058963485491216,2.0762746778193977,13.689866802239695,30.072948420746837,18.729665601738194,16.458336334748793,1.803490476570419,-6.736961011864132,28.692451091114656,48.01053488096177,28.540000171542367,8.057160809929899,-10.850183187915478,38.05404187326082,40.07822174223014,35.43165631646515
2,5,0.0,1.0,0.0,17.862239911606427,8.07877248082889,2.5782363848940992,25.59029720106366,43.71422272220783,3.909967616195541,-5.191133096212397,9.825021690295433,32.80325164292669,39.52544083972224,17.908145658464008,-0.9716395486688305,3.3198293029187855,34.48102364399728,39.45232981347277,20.81940902397022,-1.1646816612464108,10.41330611250243,36.45761871046912,50.21395925845897,14.917220602058974,-3.721687635563444,10.526338994612109,34.11614770463706,37.31636517087364,13.710184375351844,-1.7506132011284798,-6.084260352661381,31.23038906159005,38.65904497779717,11.783096209028331,-0.60503152377266,4.528039796245215,40.83597428548974,30.32478750331803,26.394331355169555,3.8304492642748986,15.325063089342997,34.317225032955065,32.531298795625396,12.77345027628486,0.11651161542635918,27.228564851317465,32.295778551679604,34.3823250311732,13.24633628030909,-3.1056641175606425,21.651157851701637,38.969578915498566,33.02748350865011,10.064212418529692,0.7671119177780352,19.48449401376401,37.944200296877064,29.658753715006792,5.676815658495164,-0.22074605460283903,27.90801321607506,36.259259080372956,34.44075432771437,-7.826975553145701,0.35935315174911264,24.438165159771454,54.34277007445361,32.10094613164283,0.7711026209158911,3.2861148278690138,26.045359886404174,38.76146416808921,26.6502895040484,6.943710948299848,5.572137361053592,17.52108140617269,37.74385416467292,26.008527831031095,-1.8496565073205264,7.119897887504863,29.13019812798131,32.05827859866271,36.58722295441433,3.452287534733271,2.4694224259939768,20.109812298615587,38.49954193225843,13.99673221644661,12.614214513167077,5.0457898211771495,33.570181676704856,38.64669408224722,21.28472059895006,5.029262677521087,7.422092255005942,28.4493743573061,38.23758576827547,22.224526347475866,0.7592564170753061,10.665937935024623,32.100516752880495,39.10843786512632,21.617171500295413
